ID	Overall Result	RE Station Result	FE Station Result	ODP Station Result	SS Station Result	Time	RE Valid Master	RE Part Present	RE Part Orientation	RE Part Valid	RE Inner Bright	RE Inner Small Dark	RE Inner Large	RE Outer Bright	RE Outer Small Dark	RE Outer Large Dark	RE IDA Bright	RE IDA Large Dark	RE IDA Small Dark	RE ODA Bright	RE ODA Large Dark	RE ODA Small Dark	RE M Center X	RE M Center Y	RE UUT Center X	RE UUT Center Y	FE Valid Master	FE Part Orientation	FE Part Valid	FE Inner Diameter	FE Obstruction	FE Chip	FE  Inner Dia Min	FE Inner Dia Max	FE  Obstr Area	FE Chip Area	ODP Position	ODP Length	ODP Bumps	ODP Chips	ODP Envelope	ODP Nose	ODP # Images	ODP Length mm	ODP Max Bump mm	ODP Max Chip mm	ODP Env mm	ODP Max Env Frame	ODP  Nose W Min/Max	ODP  W Min/Max Frame	ODP Mdn OD mm	SS Valid	SS Bright Defect	SS Blemish Defect	SS Spot/Crack Defect	SS Bright DA mm^2	SS Blemish DA mm^2	SS Spot/Crack DA mm^2	SS  # Frames
0	Good	Pass	Pass	Pass	Pass	9:31:34.264 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	454.770966	472.893524	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.933280	0.000000	0.037150	Pass	Pass	Pass	Pass	Pass	Pass	59	33.744762	0.000000	0.000000	5.103372	14	4.273348	46	4.928713	Pass	Pass	Pass	Pass	0.000000	0.000000	0.033957	59
1	Good	Pass	Pass	Pass	Pass	9:31:36.896 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	593.692749	503.372131	Pass	Pass	Pass	Pass	Pass	Pass	2.971080	2.971080	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.904091	0.000000	0.000000	5.186232	21	4.424484	41	4.945337	Pass	Pass	Pass	Pass	0.000000	0.100989	0.031752	59
2	Good	Pass	Pass	Pass	Pass	9:31:39.544 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.058423	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	587.997620	502.252411	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.948400	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.287418	0.000000	43.282032	5.048934	5	4.333525	51	4.969513	Pass	Pass	Pass	Pass	0.031752	0.000000	0.000000	59
3	Good	Pass	Pass	Pass	Pass	9:31:58.648 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	485.340851	520.008362	Pass	Pass	Pass	Pass	Pass	Pass	2.918160	2.955960	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.112331	0.000000	0.000000	5.066736	42	4.325068	24	4.884187	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	59
4	Good	Pass	Pass	Pass	Pass	9:32:05.150 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	503.771484	474.056061	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.971080	0.000000	0.014174	Pass	Pass	Pass	Pass	Pass	Pass	59	33.844780	0.000000	0.000000	5.061752	19	4.509156	7	4.944897	Pass	Pass	Pass	Pass	0.026460	0.084231	0.000000	59
5	Good	Pass	Pass	Pass	Pass	9:32:07.882 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	541.833435	497.275208	Pass	Pass	Pass	Pass	Pass	Pass	2.971080	2.978640	0.000000	0.040579	Pass	Pass	Pass	Pass	Pass	Pass	59	33.763435	63.014748	0.000000	5.082018	56	4.284761	41	4.861972	Pass	Pass	Pass	Pass	0.031311	0.185661	0.033075	59
6	Good	Pass	Pass	Pass	Pass	9:32:11.740 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	527.450989	474.606934	Pass	Pass	Pass	Pass	Pass	Pass	2.895480	2.925720	0.000000	0.002915	Pass	Pass	Pass	Pass	Pass	Pass	59	33.745018	0.000000	0.000000	5.130903	19	4.240377	15	4.937814	Pass	Pass	Pass	Pass	0.073647	0.086436	0.040572	59
7	Good	Pass	Pass	Pass	Pass	9:32:14.453 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.035482	0.013357	0.000000	0.000000	0.000000	500.023865	479.857452	562.714355	485.324127	Pass	Pass	Pass	Pass	Pass	Pass	2.925720	2.971080	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.245609	0.000000	0.000000	5.067841	35	4.328810	45	4.945925	Pass	Pass	Pass	Pass	0.027783	0.098784	0.050274	59
8	Good	Pass	Pass	Pass	Pass	9:32:19.865 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	516.534607	503.148895	Pass	Pass	Pass	Pass	Pass	Pass	2.910600	2.971080	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.123898	0.000000	0.000000	5.022843	51	4.226015	42	4.944670	Pass	Pass	Pass	Pass	0.000000	0.092610	0.037485	59
9	Good	Pass	Pass	Pass	Pass	9:32:22.564 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	574.446411	496.812775	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.971080	0.000000	0.006173	Pass	Pass	Pass	Pass	Pass	Pass	59	33.950031	53.964378	0.000000	5.111592	41	4.325212	41	4.926965	Pass	Pass	Pass	Pass	0.035280	0.109368	0.038808	59
10	Fail	Pass	Fail	Pass	Pass	9:32:30.642 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	514.879822	479.434845	Pass	Pass	Pass	Pass	Pass	Fail	2.940840	2.940840	0.000000	0.066641	Pass	Pass	Pass	Pass	Pass	Pass	59	33.724873	0.000000	0.000000	5.012060	10	4.253842	56	4.890454	Pass	Pass	Pass	Pass	0.050715	0.081585	0.033075	59
11	Good	Pass	Pass	Pass	Pass	9:32:33.356 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.093242	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	531.640259	474.655487	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.986200	0.000000	0.005544	Pass	Pass	Pass	Pass	Pass	Pass	59	33.984863	0.000000	42.947533	4.991088	13	4.374494	23	4.890725	Pass	Pass	Pass	Pass	0.025578	0.104958	0.044982	59
12	Good	Pass	Pass	Pass	Pass	9:32:36.074 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	502.916077	495.402069	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.948400	0.000000	0.005372	Pass	Pass	Pass	Pass	Pass	Pass	59	34.004761	0.000000	0.000000	5.040624	40	4.393116	22	4.903366	Pass	Pass	Pass	Pass	0.032634	0.158760	0.000000	59
13	Good	Pass	Pass	Pass	Pass	9:32:38.756 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	558.180847	496.462952	Pass	Pass	Pass	Pass	Pass	Pass	2.971080	2.978640	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.844448	0.000000	0.000000	5.138176	19	4.369672	33	4.956916	Pass	Pass	Pass	Pass	0.000000	0.083349	0.052920	59
14	Good	Pass	Pass	Pass	Pass	9:32:41.457 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.027886	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	562.117737	497.650116	Pass	Pass	Pass	Pass	Pass	Pass	2.971080	2.986200	0.000000	0.003201	Pass	Pass	Pass	Pass	Pass	Pass	59	33.911499	0.000000	0.000000	5.030427	37	4.470113	57	4.960410	Pass	Pass	Pass	Pass	0.042336	0.126126	0.074970	59
15	Good	Pass	Pass	Pass	Pass	9:32:46.870 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.015855	0.000000	0.005914	0.000000	0.000000	0.000000	500.023865	479.857452	492.826447	502.961792	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.948400	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.945850	0.000000	0.000000	5.117561	37	4.507120	19	4.949289	Pass	Pass	Pass	Pass	0.040572	0.108045	0.065709	59
16	Good	Pass	Pass	Pass	Pass	9:32:49.574 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	535.314758	506.222351	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.955960	0.000000	0.020575	Pass	Pass	Pass	Pass	Pass	Pass	59	33.643208	0.000000	0.000000	5.049572	21	4.266243	37	4.909050	Pass	Pass	Pass	Pass	0.000000	0.097020	0.034398	59
17	Good	Pass	Pass	Pass	Pass	9:32:52.279 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.059646	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	527.884460	478.230255	Pass	Pass	Pass	Pass	Pass	Pass	2.925720	2.993760	0.000000	0.005887	Pass	Pass	Pass	Pass	Pass	Pass	59	33.965981	0.000000	0.000000	5.108327	48	4.318131	30	4.903998	Pass	Pass	Pass	Pass	0.032634	0.000000	0.056007	59
18	Good	Pass	Pass	Pass	Pass	9:32:54.965 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.044199	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	496.574860	499.395172	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	3.008880	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.803917	0.000000	0.000000	5.070579	7	4.292156	51	4.934716	Pass	Pass	Pass	Pass	0.000000	0.097902	0.000000	59
19	Good	Pass	Pass	Pass	Pass	9:32:57.703 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	519.913208	468.652435	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.971080	0.000000	0.010631	Pass	Pass	Pass	Pass	Pass	Pass	59	33.869770	0.000000	43.779137	5.125540	3	4.378573	16	4.968869	Pass	Pass	Pass	Pass	0.067032	0.090405	0.000000	59
20	Good	Pass	Pass	Pass	Pass	9:33:00.378 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	530.409424	489.111786	Pass	Pass	Pass	Pass	Pass	Pass	2.955960	2.986200	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.964653	0.000000	0.000000	5.013358	31	4.518189	17	4.969345	Pass	Pass	Pass	Pass	0.029547	0.093933	0.086436	59
21	Fail	Pass	Pass	Pass	Fail	9:33:03.082 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	542.151794	482.601349	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.963520	0.000000	0.013774	Pass	Pass	Pass	Pass	Pass	Pass	59	33.685165	0.000000	0.000000	5.123583	45	4.340723	39	4.819500	Pass	Pass	Fail	Pass	0.034398	0.208152	0.033075	59
22	Good	Pass	Pass	Pass	Pass	9:33:05.748 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	553.540100	519.112915	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.978640	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.683132	0.000000	0.000000	5.004241	52	4.403581	21	4.887715	Pass	Pass	Pass	Pass	0.000000	0.000000	0.045864	59
23	Good	Pass	Pass	Pass	Pass	9:33:08.491 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	503.610565	499.585907	Pass	Pass	Pass	Pass	Pass	Pass	2.910600	2.986200	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.690594	0.000000	0.000000	5.066410	29	4.335717	7	4.859717	Pass	Pass	Pass	Pass	0.035280	0.089523	0.000000	59
24	Good	Pass	Pass	Pass	Pass	9:33:11.174 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	538.881165	472.403931	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.963520	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.666161	0.000000	0.000000	5.164372	19	4.266672	39	4.815857	Pass	Pass	Pass	Pass	0.000000	0.000000	0.032193	59
25	Good	Pass	Pass	Pass	Pass	9:33:13.857 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	486.087555	493.364960	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.948400	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.543346	0.000000	0.000000	5.116018	40	4.347757	55	4.767699	Pass	Pass	Pass	Pass	0.000000	0.000000	0.046746	59
26	Good	Pass	Pass	Pass	Pass	9:33:16.582 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.016670	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	512.325867	455.994904	Pass	Pass	Pass	Pass	Pass	Pass	2.895480	2.925720	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.204597	0.000000	0.000000	5.078840	6	4.252627	24	4.887643	Pass	Pass	Pass	Pass	0.041454	0.128772	0.043659	59
27	Good	Pass	Pass	Pass	Pass	9:33:19.251 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	594.349182	512.519958	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.955960	0.000000	0.046409	Pass	Pass	Pass	Pass	Pass	Pass	59	33.804176	0.000000	0.000000	5.072307	7	4.270894	18	4.878517	Pass	Pass	Pass	Pass	0.000000	0.000000	0.044541	59
28	Good	Pass	Pass	Pass	Pass	9:33:21.977 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	458.118652	519.241272	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.955960	0.000000	0.014517	Pass	Pass	Pass	Pass	Pass	Pass	59	33.924824	0.000000	0.000000	5.103500	43	4.375487	25	4.853297	Pass	Pass	Pass	Pass	0.000000	0.088200	0.037926	59
29	Good	Pass	Pass	Pass	Pass	9:33:24.694 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.114194	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	560.032104	487.924438	Pass	Pass	Pass	Pass	Pass	Pass	2.925720	2.940840	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.126328	43.130398	0.000000	4.999395	47	4.361197	28	4.936837	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	59
30	Good	Pass	Pass	Pass	Pass	9:33:30.081 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	462.614594	504.614410	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.971080	0.000000	0.028863	Pass	Pass	Pass	Pass	Pass	Pass	59	33.829628	0.000000	43.403862	5.037550	47	4.247427	12	4.873715	Pass	Pass	Pass	Pass	0.000000	0.000000	0.056889	59
31	Good	Pass	Pass	Pass	Pass	9:33:32.766 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	587.127625	508.706024	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.986200	0.000000	0.010745	Pass	Pass	Pass	Pass	Pass	Pass	59	33.623249	0.000000	0.000000	5.065489	41	4.376948	52	4.929440	Pass	Pass	Pass	Pass	0.031752	0.087759	0.034398	59
32	Fail	Pass	Pass	Fail	Fail	9:33:35.020 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	530.670166	465.474854	Pass	Pass	Pass	Pass	Pass	Pass	2.903040	2.971080	0.000000	0.000000	Fail	Pass	Pass	Pass	Fail	Fail	59	33.563869	0.000000	0.000000	NaN	-1	NaN	-1	4.897846	Fail	Pass	Pass	Pass	0.000000	0.000000	0.000000	59
33	Good	Pass	Pass	Pass	Pass	9:33:38.179 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	524.130676	508.775970	Pass	Pass	Pass	Pass	Pass	Pass	2.918160	2.963520	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.662575	0.000000	0.000000	5.046176	25	4.344309	9	4.834927	Pass	Pass	Pass	Pass	0.000000	0.000000	0.067032	59
34	Good	Pass	Pass	Pass	Pass	9:33:40.868 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	539.599365	494.376831	Pass	Pass	Pass	Pass	Pass	Pass	2.910600	2.948400	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.227333	0.000000	43.403625	5.102712	37	4.332748	50	4.953232	Pass	Pass	Pass	Pass	0.000000	0.128331	0.056889	59
35	Good	Pass	Pass	Pass	Pass	9:33:43.594 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	495.271118	526.593811	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.940840	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.225052	78.194855	0.000000	5.024860	12	4.263268	57	4.916542	Pass	Pass	Pass	Pass	0.031752	0.099225	0.000000	59
36	Good	Pass	Pass	Pass	Pass	9:33:46.295 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.006321	0.000000	0.000000	0.000000	500.023865	479.857452	557.713135	519.194580	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.986200	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	34.025936	0.000000	43.246269	5.074590	30	4.534593	22	4.976016	Pass	Pass	Pass	Pass	0.043659	0.094374	0.000000	59
37	Good	Pass	Pass	Pass	Pass	9:33:48.960 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.045474	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	561.679626	497.366089	Pass	Pass	Pass	Pass	Pass	Pass	2.887920	2.910600	0.000000	0.000229	Pass	Pass	Pass	Pass	Pass	Pass	59	33.748829	0.000000	0.000000	5.108917	12	4.405461	28	4.929508	Pass	Pass	Pass	Pass	0.044541	0.115983	0.031752	59
38	Good	Pass	Pass	Pass	Pass	9:33:51.678 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.059136	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	557.742798	536.174255	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.978640	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.664669	0.000000	0.000000	5.068654	53	4.401873	51	4.836852	Pass	Pass	Pass	Pass	0.038808	0.115542	0.032193	59
39	N/A	Fail	Fail	Fail	Fail	9:33:53.628 AM 9/13/2016	Pass	Fail	Fail	Fail	Fail	Fail	Fail	Fail	Fail	Fail	NaN	NaN	NaN	NaN	NaN	NaN	500.023865	479.857452	NaN	NaN	Pass	Pass	Fail	Fail	Fail	Fail	NaN	NaN	0.000000	0.000000	Fail	Fail	Pass	Pass	Fail	Fail	59	NaN	0.000000	0.000000	NaN	-1	NaN	-1	0.000000	Fail	Pass	Pass	Pass	0.000000	0.000000	0.000000	59
40	Good	Pass	Pass	Pass	Pass	9:33:57.057 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	489.730072	510.809448	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.971080	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.583038	0.000000	0.000000	5.196963	18	4.372609	27	4.822608	Pass	Pass	Pass	Pass	0.000000	0.000000	0.036162	59
41	Good	Pass	Pass	Pass	Pass	9:33:59.784 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.076877	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	532.331177	505.758423	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.986200	0.000000	0.026634	Pass	Pass	Pass	Pass	Pass	Pass	59	33.783588	0.000000	0.000000	5.003678	40	4.275525	24	4.887077	Pass	Pass	Pass	Pass	0.000000	0.123480	0.000000	59
42	Good	Pass	Pass	Pass	Pass	9:34:02.463 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	512.801331	485.132080	Pass	Pass	Pass	Pass	Pass	Pass	2.948400	2.948400	0.000000	0.000457	Pass	Pass	Pass	Pass	Pass	Pass	59	34.026093	0.000000	0.000000	5.008044	15	4.336052	17	4.953462	Pass	Pass	Pass	Pass	0.045864	0.095256	0.031752	59
43	Good	Pass	Pass	Pass	Pass	9:34:05.146 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	537.966370	491.442169	Pass	Pass	Pass	Pass	Pass	Pass	2.963520	2.963520	0.000000	0.004458	Pass	Pass	Pass	Pass	Pass	Pass	59	34.205448	0.000000	0.000000	5.093471	25	4.468495	38	4.956742	Pass	Pass	Pass	Pass	0.000000	0.119070	0.032634	59
44	Good	Pass	Pass	Pass	Pass	9:34:07.893 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	561.795715	505.825195	Pass	Pass	Pass	Pass	Pass	Pass	2.910600	2.978640	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.664207	0.000000	0.000000	5.078539	15	4.332229	21	4.817225	Pass	Pass	Pass	Pass	0.030870	0.000000	0.000000	59
45	Good	Pass	Pass	Pass	Pass	9:34:13.251 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.020545	0.139735	0.020188	0.000000	0.000000	0.000000	500.023865	479.857452	511.899780	508.562408	Pass	Pass	Pass	Pass	Pass	Pass	2.880360	2.887920	0.000000	0.002686	Pass	Pass	Pass	Pass	Pass	Pass	59	33.764576	0.000000	0.000000	5.076614	15	4.232068	25	4.896873	Pass	Pass	Pass	Pass	0.032634	0.000000	0.035721	59
46	Good	Pass	Pass	Pass	Pass	9:34:16.004 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	577.211792	502.876129	Pass	Pass	Pass	Pass	Pass	Pass	2.940840	2.948400	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.903606	0.000000	42.918922	5.083159	51	4.296758	41	4.950808	Pass	Pass	Pass	Pass	0.034398	0.000000	0.039690	59
47	Good	Pass	Pass	Pass	Pass	9:34:18.593 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.017945	0.000000	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	535.985962	473.894867	Pass	Pass	Pass	Pass	Pass	Pass	2.933280	2.940840	0.000000	0.006973	Pass	Pass	Pass	Pass	Pass	Pass	59	33.763893	0.000000	43.063400	5.009792	10	4.393474	19	4.889682	Pass	Pass	Pass	Pass	0.000000	0.000000	0.046746	59
48	Good	Pass	Pass	Pass	Pass	9:34:21.376 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.000000	0.005200	0.000000	0.000000	0.000000	500.023865	479.857452	563.730957	477.064758	Pass	Pass	Pass	Pass	Pass	Pass	2.955960	2.971080	0.000000	0.000000	Pass	Pass	Pass	Pass	Pass	Pass	59	33.905106	0.000000	0.000000	5.030264	21	4.404117	31	4.882233	Pass	Pass	Pass	Pass	0.000000	0.114219	0.043218	59
49	Good	Pass	Pass	Pass	Pass	9:34:24.128 AM 9/13/2016	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	0.000000	0.039815	0.000000	0.000000	0.000000	0.000000	500.023865	479.857452	494.818329	482.767883	Pass	Pass	Pass	Pass	Pass	Pass	2.978640	2.978640	0.008630	0.024462	Pass	Pass	Pass	Pass	Pass	Pass	59	33.848755	0.000000	0.000000	5.036741	11	4.232564	58	4.919097	Pass	Pass	Pass	Pass	0.000000	0.093051	0.000000	59
